session_id,target
1,0.00037102660370753556
2,4.2393083487569463e-05
3,0.0013740298428124057
4,2.6635673991789644e-05
5,0.0024680585128831188
6,0.0001758351440893184
7,0.006106156753596542
8,0.0063499566221998345
9,9.769982982993029e-05
10,0.0034945942405373628
11,0.0009621420961157732
12,4.202688919706157e-05
13,0.0001591055211357605
14,0.015107099606311871
15,0.005477268577054222
16,0.0004356311292795562
17,0.00988323592168767
18,4.441023336654183e-05
19,0.004740862040457815
20,2.25460735956561e-05
21,0.024325968965947797
22,0.00011228481321855484
23,0.001658338081239023
24,0.000480904225664813
25,0.03926602400459074
26,0.0014546969349865638
27,0.00019099179471671326
28,4.9628567469524584e-05
29,0.024133226376265617
30,0.013186766067015706
31,0.04247863908711997
32,0.016723334776448173
33,0.00022809477846594915
34,0.0015670888268568908
35,0.012744447823129466
36,0.0037917652585180176
37,2.3103341198419513e-05
38,4.1916840454779044e-05
39,0.0022905278637260153
40,4.812338706976802e-05
41,0.003822416350298066
42,0.00046944460788565106
43,0.0011427401271596775
44,0.000883737227148526
45,0.06276773743560687
46,0.0036004094585155946
47,0.0002987230531708472
48,0.00033265808109280326
49,0.0013458397660280792
50,5.7529272690835e-05
51,1.8833797877342816e-05
52,0.0009473837249918258
53,0.029440303624841235
54,0.0037051425123967425
55,0.008726891086412896
56,0.0006190327640503756
57,5.5140489964292456e-05
58,5.315681647419905e-05
59,0.00012053047178860063
60,2.3290110097382666e-05
61,7.251415950916169e-05
62,0.0003968991975382548
63,0.00010110692897992837
64,0.0032317076323073192
65,6.0379021378858196e-05
66,5.0136721248796075e-05
67,0.00032566407279454804
68,0.003433287886756647
69,0.09935958038107527
70,0.00011331635787353737
71,0.006565268848373467
72,0.0038408211313681584
73,0.00514429765752775
74,0.0013541633314135479
75,0.0016900237426909445
76,0.004188456930976674
77,0.0026416000393296576
78,0.006548864535367911
79,0.0015969274724656566
80,2.060906875521146e-05
81,6.702795920691334e-05
82,0.00010406222447054245
83,5.868365596805279e-05
84,0.3828548574256821
85,0.0014912367133204578
86,3.987273963818786e-05
87,0.011036485727397374
88,0.0032397126386920043
