session_id,target
1,0.08690460589640278
2,0.0030736547976123363
3,0.003498080913917574
4,0.09913936759862774
5,0.07452687904917109
6,0.11183488124794656
7,0.045477094679934216
8,0.0006828318902059505
9,0.1065315450889103
10,0.09850638601207501
11,0.09133344866832156
12,0.06060884075271718
13,0.020048539840738445
14,0.004993605496438941
15,0.02295829438848795
16,0.09434746007999426
17,1.4825188000001768e-16
18,0.08737724264799386
19,0.002681312851817908
20,0.0011593657347043632
21,0.05498252347039145
22,4.7589490963601926e-29
23,7.480038157206857e-05
24,0.06762250251597532
25,0.11583723090258409
26,0.06077939324755503
27,0.07415854512726824
28,0.0064844565533226485
29,0.02790102709006571
30,0.031013279179713214
31,1.4247178968807813e-15
32,0.06066894099988093
33,0.058457373263323086
34,1.0307054096078552e-34
35,0.10703729195267202
36,1.3054496376806187e-29
37,3.900653985170107e-06
38,7.21541631369962e-05
39,0.00843690152497949
40,0.08343998642429189
41,0.0011633416346060813
42,0.018818943919213602
43,0.09136188748339487
44,1.0734437039425901e-06
45,4.653387918521481e-06
46,0.01364424129877578
47,0.08789623445481465
48,0.0416014231422322
49,0.018344766615815394
50,0.021060078548816634
51,0.07726170510184376
52,0.0873629221825295
53,0.11015954669253539
54,1.5275130986889017e-13
55,0.0013841109631613528
56,0.06251448313854001
57,0.07170026829945368
58,0.0005758278573606449
59,0.04540818264137055
60,1.1517781564999605e-10
61,0.008443510313261569
62,0.01485756039371486
63,0.05159449424967223
64,0.03982455015671601
65,0.0260879359063715
66,0.009199017765315055
67,0.06892144667390696
68,0.05334136465003252
69,0.11568950688105874
70,0.11117147926593773
71,3.0198351913765504e-07
72,0.0514498845271378
73,0.03136623079733987
74,0.0006856180933176571
75,0.011872468112689388
76,0.014155236009789914
77,1.689957524691156e-05
78,0.05542606803560941
79,0.11953642130697929
80,0.03917741298874244
81,0.03832543539479392
82,0.17958684152269924
83,0.0018913295584672715
84,0.034995472537655135
85,0.0017229342884549793
86,0.002461118605039203
87,0.000652519448252962
88,0.01192905582186089
89,5.455088269045969e-10
90,0.10586690228103483
91,0.09878242798439317
92,0.0939665278213502
93,0.007037093789411128
94,0.10230543246545959
95,0.017414363973034284
96,0.0024610995397406797
97,0.06887080625646791
98,3.3254494042877315e-13
99,0.00014002484103370607
100,0.038163267493260884
101,0.10238121391570063
102,0.026815813285301738
103,0.10640769860847778
104,0.09751266096459182
105,1.7186288506959845e-30
106,0.10641063939152873
107,0.03050183435601483
108,2.375780012872299e-11
109,0.022753689359937514
110,5.331699089446619e-20
111,8.576050254860819e-05
112,6.898484342166395e-05
113,0.0039839757522235324
114,0.08382643578119597
115,0.029655750498804135
116,2.815407338327661e-26
117,0.09404170876065761
118,4.303834903352883e-15
119,0.06867304083492408
120,0.01849137915944525
121,0.11036656389771668
122,0.00016726157508280718
123,0.07774790981466105
124,7.940656799646994e-07
125,0.07169175711325007
126,0.001651412400734728
127,0.035072783198596316
128,0.05027460252177885
129,0.07713281614109664
130,0.03183290972050793
131,0.053508276955644814
132,0.06094653671727665
133,0.04653695708214319
134,0.04726920815209125
135,7.612180604362553e-07
136,0.007041099596599823
137,0.08676527130922118
138,0.06260113622303279
139,0.001270709379451493
140,0.10717374031786199
141,0.0026909957215050418
142,0.0001719866944423033
143,0.013539941875419402
144,0.10617010320529666
145,8.727576496465651e-07
146,0.10449683549103742
147,0.06906239919514966
148,0.116149503279347
149,0.011973557513381925
150,0.00921178507904921
151,0.013612009638443652
152,0.11380912144407847
153,0.10645893707757811
154,0.03817099164171221
155,0.07774503139607018
156,0.0002840719621796054
157,0.007739285113480085
158,0.01920448082224849
159,0.019162041385401417
160,0.007738556159231709
161,0.11113685995454686
162,0.007967747026918317
163,0.0013221839541569462
164,0.11126826802797042
165,3.717495872854001e-13
166,0.002575657902214713
167,0.11606017291147326
168,0.0323798046575556
169,0.11076728751491743
170,0.09803959197485183
171,0.11096437984948072
172,5.081794510383689e-07
173,1.7449128633247512e-05
174,8.174620844784114e-05
175,0.08738170834609343
176,0.0047650281238680505
177,0.0017251901075524647
178,1.6808753906363589e-06
179,0.00953130695650912
180,0.018493508481511396
181,0.07172046094393333
182,0.014262638529447999
183,0.01682894452016177
184,0.011904174701455135
185,0.05770768676455654
186,0.05375514764025888
187,0.021996157918196473
188,0.014821167328570516
189,0.0383658927385236
190,0.001442421661380674
191,0.1028222534085533
192,7.03596368256767e-05
193,0.01418257483532854
194,0.002574187775263128
195,0.10727994034884801
196,1.3465384806166456e-05
197,0.00028181675439647986
198,0.032414403724316906
199,0.11046617688239006
200,0.012426104718970593
201,3.2613037606356005e-05
202,0.03370521673952534
203,0.021914899451419466
204,0.060455658151818956
205,0.060284802636074
206,1.620043050911544e-29
207,0.11540227079030331
208,0.012515759946218947
209,0.09007682866626592
210,0.01913347359053941
211,0.0013094928480400297
212,1.796839189025208e-25
213,0.10607997442999893
214,6.878310696745484e-15
215,0.005452310335422558
216,0.08089090610735956
217,0.10119064961978716
218,0.11076728751491743
219,0.04164214267806941
220,4.840144350821424e-06
221,1.3580373358436773e-08
222,1.4163640010200016e-07
223,0.11560146854530352
224,0.11076728751491743
225,0.032131454236255914
226,0.06485015457800711
227,0.11501349433854997
228,2.6467030690199417e-10
229,0.10032994698717294
230,0.03753998402241814
231,2.7299185181910693e-34
232,0.00145325438350568
233,0.10712050457867175
234,0.0014431367797069488
235,0.11914966696754918
236,0.007387410755338894
237,0.1112900087516627
238,0.03671226820692531
239,0.051568300606244795
240,7.234014173553802e-20
241,0.024889496332958654
242,0.06282135293529639
243,2.558739340008695e-18
244,0.06902880970984848
245,0.09420026118996415
246,0.0017260476778695366
247,0.011458594849550975
248,0.036723111106202556
249,0.05587989900946606
250,0.08775393502278596
251,0.012516269824746391
252,0.08805379679994915
253,0.011971771085077777
254,0.002451187897055284
255,0.08786986860778619
256,8.653420176592523e-29
257,0.00619042238909945
258,0.0003673654805470316
259,9.762421605121746e-05
260,0.10935467899371323
261,0.04503657556564095
262,0.011469001048509474
263,0.049209748348459155
264,1.6092038204959153e-05
265,0.06895217830270324
266,1.8723376232918515e-08
267,0.09832949974051147
268,0.006177670138376462
269,0.0014429951678586234
270,1.230272850291646e-34
271,0.05531383368809705
272,0.00019908637372837554
273,3.4098484085735734e-32
274,0.08403579209588276
275,0.04907782609137205
276,0.006209680538808575
277,0.1117918246003112
278,0.00588403973650119
279,3.7437955747364596e-13
280,0.11104499458141931
281,4.675054159747015e-29
282,0.1789004444596636
283,0.04514932150115539
284,0.0021481434133563907
285,6.168371099771671e-08
286,2.5020417262144813e-13
287,0.09851237099926853
288,1.4598325619080885e-25
289,0.12077483856346075
290,0.05150149560655521
291,0.023977369664693503
292,0.030510283961298852
293,0.10285051634521702
294,0.005640046958787246
